Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,PC1,PC2,PC3
0.311111,0.0167901,0.374074,0.00231824,0.203333,0.0876556,-0.198198,0.3,0.119444,0.016743,0.139683,0.00279527,0.527862,0.00808005,0.217284,0.444444,0.195556,0.0111407,0.0166667,0,0.0904762,0.439708,0.293914,0.0136145,0.599546,0.81982,1.07361,0.0177627,0.961039,0.0844156,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",5020,10,-26.7883,27.7386,9,7.71798,-2.05847,1.04854,0.0928874
0.222222,0.017284,0.318519,0.00917695,0,0,-0.279621,0.3,0.166667,0.0570988,0.233333,0.0074321,0.448931,0.0105917,0.259259,0.444444,0.233333,0.0159259,0,0,0.052381,0.379463,0.282375,0.0202641,0.381966,0.521327,1.0371,0.0071169,0.930556,0.152778,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",5021,10,-31.8397,-19.0598,6,12.8994,-4.84732,-1.00438,0.814956
0.222222,0.0123457,0.3,0.00801097,0.15,0.0913889,-0.428571,0.3,0.219444,0.0587114,0.275556,0.0211556,0.3805,0.00678946,0.306173,0.666667,0.275556,0.030242,0.00833333,0,0.0285714,0.361726,0.266148,0.029165,0.173553,0.857143,0.839374,0.04051,0.878788,0.136364,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",5022,10,-53.2634,-16.0225,6,9.00909,-7.69443,-2.70296,-0.651457
0.444444,0.0148148,0.489815,0.00395696,0.376667,0.0364556,-0.349206,0.2,0.0694444,0.00333076,0.0777778,0.000395062,0.646978,0.00278295,0.17284,0.222222,0.155556,0.0054321,0.0666667,0,0.280952,0.532033,0.307849,0.00522921,1.8524,0.674603,0.934596,0.00650141,0.967828,0.0455764,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",5023,10,36.4835,-31.4237,7,18.2464,1.91128,1.29916,-0.835904
0.222222,0.017284,0.331111,0.0159704,0,0,-0.374408,0.3,0.175,0.0551003,0.24,0.00916543,0.436315,0.00937021,0.266667,0.555556,0.24,0.0184494,0,0,0.052381,0.357277,0.281039,0.0210171,0.279747,0.521327,1.15766,0.0587209,0.942029,0.15942,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",5024,10,-33.1679,-21.6215,6,12.6285,-5.69056,-1.39171,1.02773
0.222222,0.0123457,0.3,0.00595336,0,0,-0.428571,0.3,0.175,0.0351929,0.24,0.00373333,0.434106,0.00768186,0.266667,0.555556,0.24,0.0184494,0,0,0.0285714,0.366089,0.290212,0.0157769,0.316259,0.952381,0.828328,0.0485608,0.90625,0.15625,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",5025,10,-73.0343,14.6572,1,13.0194,-4.96931,-0.807228,-0.901932
0.222222,0.00493827,0.248148,0.00193416,0,0,-0.111111,0.2,0.230556,0.0446065,0.284444,0.0185481,0.367155,0.00552314,0.316049,0.666667,0.284444,0.0346469,0,0,0.00952381,0.394189,0.282274,0.0203214,0.157614,0.833333,1.49862,0.501387,0.979592,0.0612245,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",5026,10,-66.5038,-19.7559,6,22.6255,-7.48058,-0.955029,-4.11907
0.355556,0.0167901,0.414074,0.00279026,0.246667,0.0676,-0.269841,0.2,0.111111,0.0106053,0.118056,0.00202139,0.540821,0.00568951,0.209877,0.444444,0.188889,0.0109877,0.0333333,0,0.133333,0.445667,0.296534,0.0120679,0.704772,0.507937,0.948283,0.00713283,0.976303,0.0379147,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]",5027,10,0.793954,-23.8498,0,6.6392,-0.731197,0.773738,-0.324447
0.333333,0.0123457,0.372222,0.00112826,0.226667,0.0857333,-0.125,0.3,0.119444,0.0143767,0.13037,0.00238994,0.525041,0.00681981,0.217284,0.444444,0.195556,0.0121284,0.0166667,0,0.0952381,0.445791,0.300175,0.00989485,0.604818,0.675,1.09022,0.0249207,0.976331,0.0532544,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",5028,10,-27.587,30.5582,9,10.5985,-1.50719,1.40215,-0.71708
0.688889,0.0118519,0.707685,0.000385118,0.674286,0.00767438,-0.096463,0.2,0.0388889,0.000368398,0.0422939,9.05652e-05,0.768147,0.00431384,0.145679,0.222222,0.131111,0.00429136,0.308333,0.0190476,1.19524,0.565339,0.312816,0.00214586,3.57027,0.332262,1.01146,0.00127136,0.997604,0.00798722,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]",5029,10,58.2238,28.8309,8,6.91875,5.51097,0.657241,-1.28009
0.222222,0.00493827,0.255556,0.00197531,0,0,-0.388889,0.3,0.194444,0.0184414,0.255556,0.00279012,0.397379,0.00246628,0.283951,0.555556,0.255556,0.0218519,0,0,0.00952381,0.392025,0.300994,0.00940281,0.381966,1.11111,1.18887,0.0761067,0.94,0.08,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",5030,10,-60.9193,21.7189,1,8.85366,-4.67865,0.98579,-3.24975
0.222222,0.00740741,0.262963,0.00348422,0.166667,0.0944444,-0.176471,0.3,0.258333,0.0515509,0.306667,0.0243753,0.342052,0.0052067,0.340741,0.777778,0.306667,0.0437333,0.00833333,0,0.0142857,0.384013,0.26268,0.0309991,0.137225,0.784314,1.10642,0.0257787,0.962963,0.0740741,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",5031,10,-59.2749,-11.021,6,15.6913,-8.62415,-1.8678,-2.31074
0.466667,0.0167901,0.516455,0.00499619,0.435238,0.0125088,-0.362162,0.2,0.0694444,0.00454818,0.0740741,0.000418055,0.649387,0.00471706,0.17284,0.333333,0.155556,0.00592593,0.0833333,0,0.352381,0.510508,0.308444,0.00486206,1.83044,0.425676,0.952373,0.00479559,0.972028,0.034965,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",5032,10,34.775,-18.7439,7,6.63816,2.05455,0.812474,-0.322486
0.222222,0.0123457,0.286111,0.00439729,0,0,-0.142857,0.3,0.188889,0.043179,0.251111,0.00642469,0.417685,0.00853447,0.279012,0.555556,0.251111,0.0211407,0,0,0.0285714,0.382903,0.280973,0.0210541,0.284375,0.857143,1.01656,0.00158387,0.938462,0.138462,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]",5033,10,-58.6823,13.2533,1,1.49399,-5.48536,-0.373631,-0.911453
1,0,1,0,1,0,0,0.1,0,0,0.0222222,1.20371e-35,1,0,0.111111,0.111111,0.1,0.00111111,1,0,4,0.56921,0.316228,5.85483e-33,10,0,0,0,0,0,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",5034,10,24.8258,-66.6287,4,14.7876,11.9151,-7.21553,-4.62104
0.733333,0.0301235,0.784061,0.00285995,0.780952,0.0117948,-0.257272,0.3,0.0333333,0.000696802,0.0383838,8.24277e-05,0.804565,0.0123011,0.140741,0.222222,0.126667,0.00395556,0.416667,0.0047619,1.67143,0.574015,0.309964,0.00392208,3.7539,0.202786,1.02115,0.00101428,0.999369,0.00946372,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",5035,10,41.7936,38.5904,8,21.2427,5.7991,-0.702651,1.8723
0.355556,0.0167901,0.40463,0.00444942,0.546667,0.110933,-0.0574713,0.3,0.119444,0.0180365,0.122222,0.003765,0.528013,0.00908223,0.217284,0.444444,0.195556,0.0126222,0.05,0,0.142857,0.476049,0.290277,0.0157394,0.523907,1.01149,1.07152,0.00578604,0.958716,0.100917,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",5036,10,-26.3207,24.1155,9,4.08151,-1.88413,0.856573,0.566371
0.222222,0.00493827,0.240741,0.00240055,0.166667,0.0944444,0.166667,0.3,0.277778,0.0438272,0.322222,0.0232346,0.326694,0.0049682,0.358025,0.888889,0.322222,0.0504938,0.00833333,0,0.00952381,0.395895,0.257481,0.0337036,0.128773,0.833333,1.66528,0.890737,1,0.0612245,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]",5037,10,-66.0246,-20.4709,6,22.3001,-10.8171,-2.1791,-5.13528
0.377778,0.0177778,0.434444,0.00200494,0.546667,0.105378,-0.172414,0.2,0.0972222,0.00606996,0.104575,0.000865859,0.575425,0.0072233,0.197531,0.333333,0.177778,0.00888889,0.0583333,0,0.171429,0.498119,0.299251,0.0104488,1.04866,0.537356,1.06122,0.0230301,0.983936,0.0441767,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",5038,10,11.0419,-16.2825,0,9.70983,0.364173,1.17669,0.314006
0.444444,0.0271605,0.515556,0.00407353,0.578095,0.0574295,-0.183163,0.3,0.0861111,0.00874481,0.0844444,0.00104532,0.610101,0.0111204,0.187654,0.333333,0.168889,0.00851358,0.0916667,0.0047619,0.357143,0.496192,0.298936,0.0106376,1.07658,0.500569,1.00974,0.000234038,0.978313,0.053012,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]",5039,10,2.09993,34.8639,5,11.1346,0.887308,0.653818,1.76797
0.222222,0.00493827,0.244444,0.00320988,0,0,-0.111111,0.3,0.269444,0.030216,0.315556,0.0081284,0.334117,0.0052177,0.350617,0.888889,0.315556,0.0495605,0,0,0.00952381,0.369456,0.274543,0.0246259,0.152241,0.833333,0.665284,0.221304,0.979592,0.0612245,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",5040,10,-38.3519,-50.3165,3,22.3649,-8.20013,-2.09831,-4.19028
0.377778,0.00790123,0.405,0.00263789,0.06,0.0112889,-0.349206,0.2,0.0833333,0.00248628,0.0980392,0.00032618,0.604588,0.00266329,0.185185,0.333333,0.166667,0.00654321,0.00833333,0,0.128571,0.477792,0.308666,0.004725,1.3903,0.62963,0.895631,0.0326786,0.972851,0.0316742,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0]",5041,10,11.0857,-35.9569,0,21.0873,0.67135,1.48614,-1.9104
0.222222,0.00740741,0.27037,0.00213992,0,0,-0.372549,0.3,0.177778,0.0264198,0.242222,0.00399506,0.422147,0.00410252,0.269136,0.444444,0.242222,0.0176247,0,0,0.0142857,0.389752,0.299446,0.0103324,0.423585,1.17647,1.14672,0.050238,0.927273,0.109091,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",5042,10,-60.5891,21.7958,1,8.90735,-4.36351,0.867639,-2.43184
0.222222,0.00987654,0.287963,0.00546039,0,0,-0.489362,0.3,0.194444,0.0298611,0.255556,0.00279012,0.405718,0.00547214,0.283951,0.666667,0.255556,0.0248148,0,0,0.0238095,0.389092,0.295286,0.0128062,0.280115,0.744681,0.661972,0.219136,0.913793,0.12069,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",5043,10,-31.791,-51.0099,3,15.7857,-5.26557,-1.50155,-2.34815
0.6,0.0177778,0.640741,0.00313032,0.549762,0.00654019,-0.358974,0.2,0.05,0.00162487,0.0518519,0.000129045,0.721154,0.0053321,0.155556,0.222222,0.14,0.00484444,0.183333,0.0142857,0.795238,0.548286,0.311545,0.00293977,2.68792,0.358974,0.967562,0.00526127,0.983852,0.0161476,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",5044,10,51.1798,-0.367163,7,18.0613,4.17913,0.608754,-0.223291
0.422222,0.0241975,0.492646,0.00380877,0.451905,0.0671676,-0.236301,0.2,0.0805556,0.00949588,0.0865497,0.000821183,0.620007,0.0080274,0.182716,0.333333,0.164444,0.0070321,0.0666667,0,0.304762,0.500905,0.301631,0.00901861,1.24498,0.390411,1.06429,0.00938776,0.988473,0.0518732,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",5045,10,15.1861,-4.17284,2,13.05,1.09258,0.897728,1.07118
0.222222,0.0222222,0.355,0.0136694,0.126667,0.0877333,-0.365462,0.3,0.163889,0.0608719,0.231111,0.0100938,0.454741,0.0113698,0.25679,0.444444,0.231111,0.0157235,0.00833333,0,0.0666667,0.355177,0.273727,0.0250736,0.361396,0.682731,1.03562,0.00649447,0.925926,0.209877,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]",5046,10,-39.7301,-18.3207,6,5.29161,-5.72815,-1.71117,2.46387
