Density (⟨k⟩),Degree Variance,Average Neighbor Degree (⟨kn⟩),Neighbor Degree Variance,Average Clustering Coefficient (⟨C⟩),Clustering Coefficient Variance,Degree Correlation (r),Number of Modules (μ),Average Node Betweenness (⟨wn⟩),Node Betweenness Variance,Average Edge Betweenness (⟨we⟩),Edge Betweenness Variance,Average Closeness (⟨cl⟩),Closeness Variance,Average Path Length (⟨l⟩),Diameter (d),Distance Distribution Mean (⟨dd⟩),Distance Distribution Variance,3-loops (l3),4-Cliques (c4),4-Stars (s4),Graph Energy (G),Average EigenCentrality (⟨eC⟩),EigenCentrality Variance,Algebraic Connectivity (a),Degree Correlation Elasticity (|rmax - rmin|),Rich Club Metric (⟨rc⟩),Rich Club Variance,s-metric/smax,s-metric Elasticity (|smax - smin|),graph_structure,graph_id,node_count,TSNE1,TSNE2,Cluster,DistanceToCentroid,PC1,PC2,PC3
0.422222,0.0266667,0.507407,0.00545679,0.51,0.0729,-0.385417,0.4,0.0805556,0.00780195,0.0865497,0.000854885,0.620962,0.00804601,0.182716,0.333333,0.164444,0.0070321,0.0666667,0,0.304762,0.491024,0.301231,0.00925995,1.22964,0.61849,0.832596,0.138646,0.963889,0.0694444,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0]",8074,10,-11.964,-60.1655,3,7.49712,0.31619,0.208724,1.08782
0.666667,0.0197531,0.702923,0.00180131,0.63119,0.0135855,-0.213064,0.2,0.0416667,0.000737226,0.0444444,9.64975e-05,0.758257,0.00620521,0.148148,0.222222,0.133333,0.00444444,0.275,0.0238095,1.1381,0.548142,0.310874,0.00335714,3.56759,0.326594,1.01139,0.00201367,0.994048,0.0119048,"[0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",8075,10,57.2531,17.9914,8,4.74546,5.17903,0.426532,-0.104213
0.288889,0.0128395,0.335185,0.00366598,0.183333,0.0691667,-0.1,0.3,0.141667,0.032554,0.164103,0.0091957,0.485693,0.00794973,0.237037,0.444444,0.213333,0.0147358,0.0166667,0,0.0571429,0.44107,0.284104,0.0192851,0.344024,0.9,1.20709,0.104422,0.966667,0.075,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",8076,10,-34.9217,15.1692,9,9.87016,-3.58862,0.620031,-0.579503
0.311111,0.00691358,0.333333,0.000891632,0.0666667,0.0122222,8.74301e-16,0.2,0.113889,0.00570645,0.136508,0.000914868,0.530714,0.00399437,0.212346,0.333333,0.191111,0.0098963,0.00833333,0,0.0571429,0.445957,0.300815,0.0095104,0.829914,0.75,1.22994,0.139033,0.992126,0.0472441,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",8077,10,-5.6824,-34.6299,0,18.7722,-1.11645,2.12171,-2.38701
0.4,0.0153086,0.439815,0.00399949,0.4,0.0788889,-0.0895884,0.2,0.0916667,0.00698324,0.0962963,0.00133097,0.586786,0.00579031,0.192593,0.333333,0.173333,0.00847407,0.0583333,0,0.2,0.499996,0.297946,0.0112281,1.00571,0.392252,1.02913,0.00298322,0.992857,0.0321429,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",8078,10,16.4005,-19.2974,0,15.1623,0.571965,1.24792,-0.0925513
0.511111,0.0177778,0.548307,0.00158116,0.597619,0.0289717,-0.0911361,0.2,0.0666667,0.00237912,0.0666667,0.000511958,0.662273,0.00669485,0.17037,0.333333,0.153333,0.00636543,0.141667,0.0190476,0.471429,0.543518,0.306117,0.00629262,1.65732,0.459426,1.03312,0.00331988,0.992806,0.028777,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",8079,10,36.2959,-6.87634,7,6.811,2.78775,1.2873,-0.181375
0.533333,0.014321,0.568016,0.00200325,0.468095,0.015066,-0.277698,0.2,0.0583333,0.00198474,0.0611111,0.000166152,0.686598,0.00347035,0.162963,0.222222,0.146667,0.00515556,0.116667,0,0.514286,0.527735,0.311016,0.00326897,2.40217,0.379856,1.02026,0.00370755,0.988506,0.0180624,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0]",8080,10,50.189,-7.7096,7,12.8935,3.20765,1.21443,-0.937448
0.355556,0.0390123,0.530159,0.0198653,0.485714,0.123265,-0.512894,0.2,0.0916667,0.0234302,0.108333,0.00180641,0.592569,0.0108285,0.192593,0.333333,0.173333,0.00748642,0.05,0,0.280952,0.448115,0.294623,0.0131975,0.912302,0.382044,1.01421,0.000447672,0.957364,0.0968992,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8081,10,1.41432,13.1794,2,18.5005,-0.468974,-0.773541,4.66808
0.466667,0.0241975,0.523069,0.00308415,0.384762,0.032693,-0.145038,0.2,0.075,0.00404578,0.0761905,0.000454075,0.638775,0.00878678,0.177778,0.333333,0.16,0.00699259,0.0916667,0.00952381,0.395238,0.480707,0.301919,0.00884522,1.42497,0.503817,1.03438,0.00362853,0.989035,0.0482456,"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",8082,10,17.8946,0.999477,2,7.35598,1.55663,1.03158,0.813466
0.311111,0.00938272,0.341667,0.00278549,0.216667,0.0558333,-0.00900901,0.3,0.136111,0.00789695,0.149206,0.00380253,0.485544,0.00262516,0.232099,0.444444,0.208889,0.0141432,0.025,0,0.0619048,0.441013,0.280862,0.0211168,0.518911,1.00901,1.20982,0.1477,0.970588,0.0588235,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",8083,10,-45.4751,17.6446,1,15.4076,-2.97288,1.53829,-2.11138
0.4,0.0177778,0.448704,0.0028608,0.203333,0.0281,-1.46549e-15,0.4,0.0916667,0.00425583,0.0962963,0.00125514,0.590901,0.0068848,0.192593,0.444444,0.173333,0.0089679,0.0416667,0,0.195238,0.470537,0.296982,0.0118018,0.819136,0.8,1.08077,0.0204709,0.979592,0.0408163,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8084,10,-30.6986,44.7985,9,25.1462,-0.528782,1.84456,-0.469376
0.333333,0.0296296,0.449074,0.00537123,0.496667,0.117878,-0.327684,0.2,0.119444,0.0246176,0.13037,0.00318829,0.533362,0.012014,0.217284,0.444444,0.195556,0.0121284,0.05,0,0.17619,0.445106,0.289171,0.0163799,0.588786,0.59322,0.970237,0.0116385,0.953488,0.0976744,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8085,10,-8.6204,1.48854,0,21.2276,-1.59649,-0.398401,2.495
0.222222,0.0123457,0.316667,0.00874143,0,0,-0.619048,0.3,0.197222,0.0678935,0.257778,0.0208593,0.402596,0.00669121,0.28642,0.555556,0.257778,0.0234272,0,0,0.0285714,0.328507,0.296547,0.0120598,0.196654,1.33333,1.00679,0.0012241,0.835821,0.208955,"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",8086,10,-72.3357,6.80882,1,13.6376,-6.8117,-1.88075,-0.98752
0.511111,0.0128395,0.537407,0.00147723,0.39,0.0340111,-0.0326531,0.2,0.0611111,0.00106224,0.0647343,0.000282543,0.675495,0.00257621,0.165432,0.222222,0.148889,0.00523951,0.108333,0.0142857,0.428571,0.539416,0.307245,0.00560026,2.52835,0.516327,1.04698,0.00845245,0.994424,0.0204461,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]",8087,10,53.2984,-11.182,7,14.8805,2.97176,1.8649,-1.40564
0.244444,0.0118519,0.307407,0.00625514,0,0,-0.257143,0.3,0.175,0.0317978,0.218182,0.00519131,0.433409,0.00742335,0.266667,0.555556,0.24,0.019437,0,0,0.0333333,0.370544,0.287812,0.0171645,0.329622,0.838095,1.08673,0.0180685,0.948718,0.102564,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",8088,10,-57.2141,15.5208,1,3.92351,-4.67198,0.0652947,-0.942675
0.6,0.0202469,0.635185,0.00153999,0.492857,0.0439785,-0.0647118,0.2,0.0527778,0.0012016,0.0526749,0.000230646,0.712867,0.00663374,0.158025,0.333333,0.142222,0.00545185,0.191667,0.0142857,0.804762,0.52743,0.307261,0.00559067,2.55311,0.491405,1.00948,0.000290728,0.99095,0.020362,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0]",8089,10,39.3167,-7.61567,7,5.73018,3.55578,0.953204,-0.0940797
0.333333,0.0197531,0.400741,0.00447133,0.216667,0.0882778,-0.187683,0.2,0.116667,0.0113803,0.128889,0.00136754,0.534685,0.00895985,0.214815,0.444444,0.193333,0.011758,0.025,0,0.128571,0.445558,0.293023,0.0141374,0.604824,0.791789,1.08324,0.015921,0.958115,0.0942408,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0]",8090,10,-6.71215,-6.95435,0,13.0839,-1.65293,0.844029,0.676234
0.4,0.0128395,0.447963,0.00414434,0.236667,0.0452111,-0.521127,0.2,0.0861111,0.00605178,0.0938272,0.000648697,0.60051,0.0048938,0.187654,0.333333,0.168889,0.00752593,0.0333333,0,0.180952,0.476524,0.308246,0.00498438,1.3475,0.570423,0.780184,0.153466,0.963504,0.0328467,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",8091,10,-5.44772,-60.4681,3,12.6088,0.584631,0.312162,-0.982264
0.511111,0.0325926,0.598333,0.00521019,0.609286,0.0412046,-0.33805,0.3,0.0666667,0.00677379,0.0666667,0.000568628,0.667517,0.010691,0.17037,0.333333,0.153333,0.00636543,0.133333,0.00952381,0.571429,0.521181,0.304038,0.00756087,1.67496,0.325472,0.994254,6.63867e-05,0.97549,0.0294118,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",8092,10,11.2065,39.3407,5,16.0278,2.37897,0.313334,2.24883
0.288889,0.0103704,0.337963,0.00327932,0.3,0.137778,-0.310078,0.3,0.136111,0.0180093,0.160684,0.00329754,0.490365,0.00579813,0.232099,0.444444,0.208889,0.0131556,0.0166667,0,0.052381,0.430285,0.301498,0.00909899,0.627855,0.806202,1.13983,0.0643373,0.955752,0.0707965,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",8093,10,-31.532,23.6028,9,6.30538,-2.46664,1.02981,-0.640613
0.266667,0.0054321,0.296296,0.00164609,0.166667,0.0944444,-0.531915,0.3,0.152778,0.0105324,0.185185,0.00346365,0.458558,0.00339209,0.246914,0.555556,0.222222,0.0162963,0.00833333,0,0.0238095,0.428253,0.303118,0.00811951,0.428096,1.02128,0.910569,0.0159958,0.95122,0.0487805,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",8094,10,-36.5818,22.3547,9,10.5075,-2.99757,0.817607,-2.06617
0.511111,0.0202469,0.550344,0.00269811,0.452381,0.0352336,-0.0282353,0.3,0.0666667,0.00115855,0.0666667,0.000272498,0.661832,0.00653258,0.17037,0.333333,0.153333,0.00636543,0.125,0.0142857,0.485714,0.535131,0.303016,0.00818125,1.96935,0.487059,1.05501,0.00513614,0.99823,0.0318584,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]",8095,10,4.7598,46.2754,5,9.11199,2.26708,1.49183,0.000276967
0.688889,0.0217284,0.723558,0.00110773,0.685,0.009864,-0.123331,0.2,0.0388889,0.00057013,0.0422939,0.000108867,0.772433,0.00753789,0.145679,0.222222,0.131111,0.00429136,0.325,0.00952381,1.29048,0.563767,0.310008,0.0038949,3.45374,0.394151,1.01956,0.000754703,0.99846,0.0153965,"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]",8096,10,46.2735,28.7051,8,11.2273,5.28691,0.259708,0.0780747
0.4,0.00790123,0.420556,0.00167589,0.263333,0.0285444,-0.0879121,0.2,0.0861111,0.00228309,0.0938272,0.000574912,0.597529,0.00317651,0.187654,0.333333,0.168889,0.00752593,0.0416667,0,0.157143,0.502045,0.306199,0.00624195,1.37536,0.791209,1.0021,1.32406e-05,0.988417,0.030888,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",8097,10,16.6935,-33.3185,0,22.2074,0.822804,1.98999,-1.92025
0.422222,0.0241975,0.496455,0.00363505,0.606667,0.0535111,-0.275946,0.2,0.0861111,0.012488,0.0888889,0.00134864,0.606585,0.00914334,0.187654,0.333333,0.168889,0.00801975,0.0833333,0.0047619,0.3,0.502848,0.30234,0.00859059,1.06352,0.394383,1.00754,0.00336739,0.979943,0.0487106,"[0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0]",8098,10,15.1358,-2.56188,2,11.5474,1.19514,0.557515,1.22612
0.355556,0.0192593,0.428889,0.00530604,0.216667,0.0533889,-0.321101,0.3,0.0972222,0.0102891,0.111111,0.00160279,0.573451,0.00607523,0.197531,0.333333,0.177778,0.00839506,0.0333333,0,0.147619,0.46108,0.294806,0.0130892,0.838026,0.685015,1.02927,0.00760396,0.96347,0.0639269,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",8099,10,-14.7919,39.0385,5,11.8433,-0.689285,1.07204,0.317961
0.711111,0.0128395,0.729921,0.000823188,0.68381,0.0120723,-0.0627306,0.2,0.0361111,0.000278078,0.0402778,7.62517e-05,0.782098,0.00506516,0.14321,0.222222,0.128889,0.0041284,0.341667,0,1.34286,0.579407,0.312322,0.00245471,4.08938,0.265683,1.01251,0.000662738,1,0.0065407,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",8100,10,55.91,32.0922,8,9.66306,5.66477,0.276157,-1.11273
